amount,bin,status,fraud,BankFrequency,AmountCategory,AmountMark
amount below 500,491089,paid,0,197,1.0,250.0
amount below 2500,528843,paid,0,282,5.0,2250.0
amount below 500,520416,paid,0,461,1.0,250.0
amount below 500,557907,paid,0,269,1.0,250.0
amount below 1500,463186,paid,0,30,3.0,1250.0
amount below 1500,483030,paid,0,10,3.0,1250.0
amount below 500,494133,paid,0,30,1.0,250.0
amount below 1000,548234,paid,0,227,2.0,750.0
amount below 1000,485620,paid,0,1,2.0,750.0
amount below 500,557907,paid,0,269,1.0,250.0
amount below 1000,520416,paid,0,461,2.0,750.0
amount below 500,525678,paid,0,496,1.0,250.0
amount below 1000,491366,paid,0,15,2.0,750.0
amount below 500,518899,paid,0,65,1.0,250.0
amount below 500,517712,paid,0,99,1.0,250.0
amount below 500,548234,paid,0,227,1.0,250.0
amount below 500,528843,paid,0,282,1.0,250.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 2500,493173,paid,0,163,5.0,2250.0
amount below 2000,547046,paid,0,207,4.0,1750.0
amount below 1000,477291,paid,0,531,2.0,750.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 500,477291,paid,0,531,1.0,250.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 1000,547146,paid,0,94,2.0,750.0
amount below 500,473701,paid,0,68,1.0,250.0
amount below 1000,518127,paid,0,2,2.0,750.0
amount below 1500,426807,paid,0,86,3.0,1250.0
amount below 500,477291,paid,0,531,1.0,250.0
amount below 1500,549138,paid,0,399,3.0,1250.0
amount below 1500,493161,paid,0,203,3.0,1250.0
amount below 500,491283,paid,0,183,1.0,250.0
amount below 500,477291,paid,0,531,1.0,250.0
amount below 1000,549138,paid,0,399,2.0,750.0
amount below 500,491284,paid,0,156,1.0,250.0
amount below 6500,455255,paid,0,194,13.0,6250.0
amount below 500,520416,paid,0,461,1.0,250.0
amount below 1000,370783,paid,0,11,2.0,750.0
amount below 1500,493173,paid,0,163,3.0,1250.0
amount below 1000,557907,paid,0,269,2.0,750.0
amount below 500,491284,paid,0,156,1.0,250.0
amount below 500,413406,paid,0,45,1.0,250.0
amount below 1000,549949,paid,0,91,2.0,750.0
amount below 1500,525678,paid,0,496,3.0,1250.0
amount below 500,454203,paid,0,3,1.0,250.0
amount below 1500,454057,paid,0,54,3.0,1250.0
amount below 1000,520416,paid,0,461,2.0,750.0
amount below 1000,455255,paid,0,194,2.0,750.0
amount below 500,454203,paid,0,3,1.0,250.0
amount below 1000,525678,paid,0,496,2.0,750.0
amount below 1000,541290,paid,0,12,2.0,750.0
amount below 1000,491284,paid,0,156,2.0,750.0
amount below 500,493172,paid,0,135,1.0,250.0
amount below 9500,493173,paid,0,163,19.0,9250.0
amount below 1500,426807,paid,0,86,3.0,1250.0
amount below 2500,415231,paid,0,1060,5.0,2250.0
amount below 3500,493161,paid,0,203,7.0,3250.0
amount below 500,491089,paid,0,197,1.0,250.0
amount below 1000,525678,paid,0,496,2.0,750.0
amount below 1500,421316,paid,0,212,3.0,1250.0
amount below 1000,426807,paid,0,86,2.0,750.0
amount below 1000,493172,paid,0,135,2.0,750.0
amount below 1500,527515,paid,0,3,3.0,1250.0
amount below 500,525678,paid,0,496,1.0,250.0
amount below 1000,491283,paid,0,183,2.0,750.0
amount below 500,520416,paid,0,461,1.0,250.0
amount below 500,494133,paid,0,30,1.0,250.0
amount below 500,520416,paid,0,461,1.0,250.0
amount below 1000,421316,paid,0,212,2.0,750.0
amount below 500,547146,paid,0,94,1.0,250.0
amount below 1000,432466,paid,0,6,2.0,750.0
amount below 500,557909,paid,0,139,1.0,250.0
amount below 1500,413406,paid,0,45,3.0,1250.0
amount below 1500,415231,paid,0,1060,3.0,1250.0
amount below 3000,455513,paid,0,63,6.0,2750.0
amount below 500,548234,paid,0,227,1.0,250.0
amount below 1500,493135,paid,0,5,3.0,1250.0
amount below 500,540956,paid,0,5,1.0,250.0
amount below 500,421316,paid,0,212,1.0,250.0
amount below 500,557907,paid,0,269,1.0,250.0
amount below 1000,473701,paid,0,68,2.0,750.0
amount below 1000,510020,paid,0,1,2.0,750.0
amount below 1500,415231,paid,0,1060,3.0,1250.0
amount below 500,548234,paid,0,227,1.0,250.0
amount below 1000,547046,paid,0,207,2.0,750.0
amount below 1500,549138,paid,0,399,3.0,1250.0
amount below 1500,415231,paid,0,1060,3.0,1250.0
amount below 1000,477214,paid,0,196,2.0,750.0
amount below 500,528843,paid,0,282,1.0,250.0
amount below 1000,477214,paid,0,196,2.0,750.0
amount below 1000,477291,paid,0,531,2.0,750.0
amount below 500,477214,paid,0,196,1.0,250.0
amount below 500,376702,paid,0,12,1.0,250.0
amount below 1500,525678,paid,0,496,3.0,1250.0
amount below 1000,518853,paid,0,46,2.0,750.0
amount below 500,477214,paid,0,196,1.0,250.0
amount below 2500,528843,paid,0,282,5.0,2250.0
amount below 500,525678,paid,0,496,1.0,250.0
amount below 1000,491089,paid,0,197,2.0,750.0
amount below 500,477291,paid,0,531,1.0,250.0
amount below 1500,525678,paid,0,496,3.0,1250.0
amount below 500,531444,paid,0,48,1.0,250.0
amount below 1500,518899,paid,0,65,3.0,1250.0
amount below 500,548234,paid,0,227,1.0,250.0
amount below 1000,549138,paid,0,399,2.0,750.0
amount below 500,525678,paid,0,496,1.0,250.0
amount below 500,558609,paid,0,3,1.0,250.0
amount below 1000,520416,paid,0,461,2.0,750.0
amount below 500,547092,paid,0,10,1.0,250.0
amount below 1000,403690,paid,0,2,2.0,750.0
amount below 500,455529,paid,0,2,1.0,250.0
amount below 2500,529001,paid,0,42,5.0,2250.0
amount below 500,494133,paid,0,30,1.0,250.0
amount below 1000,450709,paid,0,1,2.0,750.0
amount below 1000,493161,paid,0,203,2.0,750.0
amount below 1500,520953,paid,0,2,3.0,1250.0
amount below 3000,529001,paid,0,42,6.0,2750.0
amount below 500,376667,paid,0,8,1.0,250.0
amount below 1000,527515,paid,0,3,2.0,750.0
amount below 500,477213,paid,0,370,1.0,250.0
amount below 1000,517712,paid,0,99,2.0,750.0
amount below 1000,520416,paid,0,461,2.0,750.0
amount below 1000,518899,paid,0,65,2.0,750.0
amount below 1000,529091,paid,0,63,2.0,750.0
amount below 500,557907,paid,0,269,1.0,250.0
amount below 500,512048,paid,0,4,1.0,250.0
amount below 500,520416,paid,0,461,1.0,250.0
amount below 500,410181,paid,0,72,1.0,250.0
amount below 1000,528851,paid,0,92,2.0,750.0
amount below 1500,548234,paid,0,227,3.0,1250.0
amount below 1500,454057,paid,0,54,3.0,1250.0
amount below 2500,376665,paid,0,11,5.0,2250.0
amount below 1000,552488,paid,0,1,2.0,750.0
amount below 500,455507,paid,0,24,1.0,250.0
amount below 500,462974,paid,0,11,1.0,250.0
amount below 500,491089,paid,0,197,1.0,250.0
amount below 500,455545,paid,0,45,1.0,250.0
amount below 500,421316,paid,0,212,1.0,250.0
amount below 500,557907,paid,0,269,1.0,250.0
amount below 500,455513,paid,0,63,1.0,250.0
amount below 2000,525678,paid,0,496,4.0,1750.0
amount below 500,557910,paid,0,418,1.0,250.0
amount below 1000,525678,paid,0,496,2.0,750.0
amount below 2500,415231,paid,0,1060,5.0,2250.0
amount below 3500,547046,paid,0,207,7.0,3250.0
amount below 2000,446351,paid,0,20,4.0,1750.0
amount below 1000,525678,paid,0,496,2.0,750.0
amount below 4500,547046,paid,0,207,9.0,4250.0
amount below 1000,370787,paid,0,29,2.0,750.0
amount below 2500,540956,paid,0,5,5.0,2250.0
amount below 1000,421364,paid,0,46,2.0,750.0
amount below 500,531444,paid,0,48,1.0,250.0
amount below 1000,376663,paid,0,10,2.0,750.0
amount below 1000,528851,paid,0,92,2.0,750.0
amount below 1000,554900,paid,0,11,2.0,750.0
amount below 1000,547046,paid,0,207,2.0,750.0
amount below 1000,557907,paid,0,269,2.0,750.0
amount below 500,549138,paid,0,399,1.0,250.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 1500,493173,paid,0,163,3.0,1250.0
amount below 1500,520416,paid,0,461,3.0,1250.0
amount below 500,376689,paid,0,93,1.0,250.0
amount below 2500,557907,paid,0,269,5.0,2250.0
amount below 500,493173,paid,0,163,1.0,250.0
amount below 500,518853,paid,0,46,1.0,250.0
amount below 1000,528843,paid,0,282,2.0,750.0
amount below 1500,547046,paid,0,207,3.0,1250.0
amount below 500,529001,paid,0,42,1.0,250.0
amount below 500,557910,paid,0,418,1.0,250.0
amount below 500,547146,paid,0,94,1.0,250.0
amount below 500,525678,paid,0,496,1.0,250.0
amount below 500,549949,paid,0,91,1.0,250.0
amount below 1500,407458,paid,0,6,3.0,1250.0
amount below 1000,557910,paid,0,418,2.0,750.0
amount below 500,407458,paid,0,6,1.0,250.0
amount below 500,455500,paid,0,33,1.0,250.0
amount below 3000,426807,paid,0,86,6.0,2750.0
amount below 500,491089,paid,0,197,1.0,250.0
amount below 1000,408244,paid,0,13,2.0,750.0
amount below 500,520416,paid,0,461,1.0,250.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 500,520416,paid,0,461,1.0,250.0
amount below 1000,547078,paid,0,1,2.0,750.0
amount below 500,493173,paid,0,163,1.0,250.0
amount below 1500,455511,paid,0,64,3.0,1250.0
amount below 500,493173,paid,0,163,1.0,250.0
amount below 1000,376690,paid,0,25,2.0,750.0
amount below 1000,548234,paid,0,227,2.0,750.0
amount below 1500,528851,paid,0,92,3.0,1250.0
amount below 1000,446542,paid,0,7,2.0,750.0
amount below 1000,549949,paid,0,91,2.0,750.0
amount below 500,491089,paid,0,197,1.0,250.0
amount below 500,455511,paid,0,64,1.0,250.0
amount below 2000,511858,paid,0,2,4.0,1750.0
amount below 7000,477214,paid,0,196,14.0,6750.0
amount below 1000,491283,paid,0,183,2.0,750.0
amount below 1000,473701,paid,0,68,2.0,750.0
amount below 1000,477291,paid,0,531,2.0,750.0
amount below 2000,549138,paid,0,399,4.0,1750.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 500,557907,paid,0,269,1.0,250.0
amount below 1000,557910,paid,0,418,2.0,750.0
amount below 3500,525678,paid,0,496,7.0,3250.0
amount below 1500,529091,paid,0,63,3.0,1250.0
amount below 3500,525678,paid,0,496,7.0,3250.0
amount below 1500,455507,paid,0,24,3.0,1250.0
amount below 2500,493158,paid,0,54,5.0,2250.0
amount below 1000,554629,paid,0,76,2.0,750.0
amount below 500,525678,paid,0,496,1.0,250.0
amount below 1000,431479,paid,0,8,2.0,750.0
amount below 500,557907,paid,0,269,1.0,250.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 1000,547046,paid,0,207,2.0,750.0
amount below 500,516511,paid,0,1,1.0,250.0
amount below 2000,421316,paid,0,212,4.0,1750.0
amount below 1000,493158,paid,0,54,2.0,750.0
amount below 1000,455513,paid,0,63,2.0,750.0
amount below 2500,520416,paid,0,461,5.0,2250.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 500,493172,paid,0,135,1.0,250.0
amount below 500,520416,paid,0,461,1.0,250.0
amount below 1000,408245,paid,0,32,2.0,750.0
amount below 500,547096,paid,0,54,1.0,250.0
amount below 1000,549138,paid,0,399,2.0,750.0
amount below 1000,520416,paid,0,461,2.0,750.0
amount below 500,548234,paid,0,227,1.0,250.0
amount below 1000,547146,paid,0,94,2.0,750.0
amount below 500,421316,paid,0,212,1.0,250.0
amount below 1000,547046,paid,0,207,2.0,750.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 1000,455500,paid,0,33,2.0,750.0
amount below 500,518899,paid,0,65,1.0,250.0
amount below 1500,557910,paid,0,418,3.0,1250.0
amount below 1500,549138,paid,0,399,3.0,1250.0
amount below 500,454057,paid,0,54,1.0,250.0
amount below 500,446351,paid,0,20,1.0,250.0
amount below 1000,549138,paid,0,399,2.0,750.0
amount below 2500,477214,paid,0,196,5.0,2250.0
amount below 500,493158,paid,0,54,1.0,250.0
amount below 500,549138,paid,0,399,1.0,250.0
amount below 500,549138,paid,0,399,1.0,250.0
amount below 2000,477213,paid,0,370,4.0,1750.0
amount below 1500,548234,paid,0,227,3.0,1250.0
amount below 500,454057,paid,0,54,1.0,250.0
amount below 1000,379911,paid,0,10,2.0,750.0
amount below 1500,431231,paid,0,1,3.0,1250.0
amount below 1000,557910,paid,0,418,2.0,750.0
amount below 1000,525678,paid,0,496,2.0,750.0
amount below 500,454069,paid,0,10,1.0,250.0
amount below 500,493161,paid,0,203,1.0,250.0
amount below 1000,477291,paid,0,531,2.0,750.0
amount below 500,520416,paid,0,461,1.0,250.0
amount below 2500,525678,paid,0,496,5.0,2250.0
amount below 1000,557910,paid,0,418,2.0,750.0
amount below 500,404360,paid,0,51,1.0,250.0
amount below 1000,455511,paid,0,64,2.0,750.0
amount below 1000,491343,paid,0,5,2.0,750.0
amount below 1000,520694,paid,0,18,2.0,750.0
amount below 500,529091,paid,0,63,1.0,250.0
amount below 500,376689,paid,0,93,1.0,250.0
amount below 500,547046,paid,0,207,1.0,250.0
amount below 1500,453903,paid,0,2,3.0,1250.0
amount below 1500,528843,paid,0,282,3.0,1250.0
amount below 1000,491341,paid,0,19,2.0,750.0
amount below 2000,551238,paid,0,8,4.0,1750.0
amount below 1500,533317,paid,0,1,3.0,1250.0
amount below 500,523253,paid,0,2,1.0,250.0
amount below 1000,420199,paid,0,43,2.0,750.0
amount below 1500,545375,paid,0,53,3.0,1250.0
amount below 500,376669,paid,0,11,1.0,250.0
amount below 6000,547096,paid,0,54,12.0,5750.0
amount below 500,557907,paid,0,269,1.0,250.0
amount below 500,525678,paid,0,496,1.0,250.0
amount below 1000,441545,paid,0,7,2.0,750.0
amount below 1000,548234,paid,0,227,2.0,750.0
amount below 1500,455513,paid,0,63,3.0,1250.0
amount below 2500,493161,paid,0,203,5.0,2250.0
amount below 1000,525678,paid,0,496,2.0,750.0
amount below 1000,525678,paid,0,496,2.0,750.0
amount below 1500,520416,paid,0,461,3.0,1250.0
amount below 1000,549138,paid,0,399,2.0,750.0
amount below 1000,520416,paid,0,461,2.0,750.0
amount below 1000,477213,paid,0,370,2.0,750.0
amount below 1000,520416,paid,0,461,2.0,750.0
amount below 1500,415231,paid,0,1060,3.0,1250.0
amount below 3000,525678,paid,0,496,6.0,2750.0
amount below 1500,370786,paid,0,13,3.0,1250.0
amount below 500,549138,paid,0,399,1.0,250.0
amount below 1000,557910,paid,0,418,2.0,750.0
amount below 500,416916,paid,0,73,1.0,250.0
amount below 1000,491089,paid,0,197,2.0,750.0
amount below 4000,477214,paid,0,196,8.0,3750.0
amount below 1000,525678,paid,0,496,2.0,750.0
amount below 500,547096,paid,0,54,1.0,250.0
amount below 1500,415231,paid,0,1060,3.0,1250.0
amount below 2000,491375,paid,0,42,4.0,1750.0
amount below 2000,415231,paid,0,1060,4.0,1750.0
amount below 500,557907,paid,0,269,1.0,250.0
amount below 3000,491284,paid,0,156,6.0,2750.0
amount below 500,477213,paid,0,370,1.0,250.0
amount below 1000,420199,paid,0,43,2.0,750.0
amount below 4000,548234,paid,0,227,8.0,3750.0
amount below 2000,415231,paid,0,1060,4.0,1750.0
amount below 500,477291,paid,0,531,1.0,250.0
amount below 1000,493161,paid,0,203,2.0,750.0
amount below 1000,540845,paid,0,12,2.0,750.0
amount below 1000,528843,paid,0,282,2.0,750.0
amount below 500,455511,paid,0,64,1.0,250.0
amount below 1500,456880,paid,0,1,3.0,1250.0
amount below 500,547146,paid,0,94,1.0,250.0
amount below 1000,493162,paid,0,33,2.0,750.0
amount below 500,548234,paid,0,227,1.0,250.0
amount below 500,557909,paid,0,139,1.0,250.0
amount below 1000,547146,paid,0,94,2.0,750.0
amount below 500,548234,paid,0,227,1.0,250.0
amount below 500,491089,paid,0,197,1.0,250.0
amount below 1000,547046,paid,0,207,2.0,750.0
amount below 1000,525678,paid,0,496,2.0,750.0
amount below 1000,477214,paid,0,196,2.0,750.0
amount below 500,547046,paid,0,207,1.0,250.0
amount below 500,475117,paid,0,1,1.0,250.0
amount below 2000,522174,paid,0,31,4.0,1750.0
amount below 500,446351,paid,0,20,1.0,250.0
amount below 1500,423646,paid,0,2,3.0,1250.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 1500,415231,paid,0,1060,3.0,1250.0
amount below 500,525678,paid,0,496,1.0,250.0
amount below 500,557910,paid,0,418,1.0,250.0
amount below 500,473701,paid,0,68,1.0,250.0
amount below 1500,531444,paid,0,48,3.0,1250.0
amount below 500,557910,paid,0,418,1.0,250.0
amount below 1000,520416,paid,0,461,2.0,750.0
amount below 500,493161,paid,0,203,1.0,250.0
amount below 1000,455255,paid,0,194,2.0,750.0
amount below 1000,530056,paid,0,99,2.0,750.0
amount below 1000,547130,paid,0,1,2.0,750.0
amount below 1000,455255,paid,0,194,2.0,750.0
amount below 500,525678,paid,0,496,1.0,250.0
amount below 500,477291,paid,0,531,1.0,250.0
amount below 500,544204,paid,0,63,1.0,250.0
amount below 500,557909,paid,0,139,1.0,250.0
amount below 500,483313,paid,0,2,1.0,250.0
amount below 1000,455255,paid,0,194,2.0,750.0
amount below 2000,455513,paid,0,63,4.0,1750.0
amount below 1000,540845,paid,0,12,2.0,750.0
amount below 1000,547096,paid,0,54,2.0,750.0
amount below 2000,455255,paid,0,194,4.0,1750.0
amount below 1000,547146,paid,0,94,2.0,750.0
amount below 1000,493173,paid,0,163,2.0,750.0
amount below 1000,455513,paid,0,63,2.0,750.0
amount below 1000,525678,paid,0,496,2.0,750.0
amount below 1500,425981,paid,0,77,3.0,1250.0
amount below 500,557907,paid,0,269,1.0,250.0
amount below 1000,376690,paid,0,25,2.0,750.0
amount below 2000,420199,paid,0,43,4.0,1750.0
amount below 1000,544548,paid,0,31,2.0,750.0
amount below 500,544548,paid,0,31,1.0,250.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 3000,477210,paid,0,29,6.0,2750.0
amount below 500,421316,paid,0,212,1.0,250.0
amount below 500,547736,paid,0,5,1.0,250.0
amount below 1000,477214,paid,0,196,2.0,750.0
amount below 1000,517712,paid,0,99,2.0,750.0
amount below 500,549949,paid,0,91,1.0,250.0
amount below 500,548234,paid,0,227,1.0,250.0
amount below 1000,525678,paid,0,496,2.0,750.0
amount below 1000,477213,paid,0,370,2.0,750.0
amount below 500,477214,paid,0,196,1.0,250.0
amount below 2000,520416,paid,0,461,4.0,1750.0
amount below 500,548234,paid,0,227,1.0,250.0
amount below 1000,547146,paid,0,94,2.0,750.0
amount below 1000,477213,paid,0,370,2.0,750.0
amount below 500,520416,paid,0,461,1.0,250.0
amount below 500,493161,paid,0,203,1.0,250.0
amount below 500,557909,paid,0,139,1.0,250.0
amount below 1000,477213,paid,0,370,2.0,750.0
amount below 1500,493161,paid,0,203,3.0,1250.0
amount below 1000,491089,paid,0,197,2.0,750.0
amount below 500,465828,paid,0,62,1.0,250.0
amount below 1500,547046,paid,0,207,3.0,1250.0
amount below 1000,446138,paid,0,7,2.0,750.0
amount below 1000,528843,paid,0,282,2.0,750.0
amount below 500,465828,paid,0,62,1.0,250.0
amount below 1000,491284,paid,0,156,2.0,750.0
amount below 2500,491284,paid,0,156,5.0,2250.0
amount below 500,549138,paid,0,399,1.0,250.0
amount below 1500,415231,paid,0,1060,3.0,1250.0
amount below 500,557907,paid,0,269,1.0,250.0
amount below 4000,400819,paid,0,3,8.0,3750.0
amount below 1000,495000,paid,0,1,2.0,750.0
amount below 3000,376666,paid,0,8,6.0,2750.0
amount below 1500,547146,paid,0,94,3.0,1250.0
amount below 500,421316,paid,0,212,1.0,250.0
amount below 500,477291,paid,0,531,1.0,250.0
amount below 500,557910,paid,0,418,1.0,250.0
amount below 500,530056,paid,0,99,1.0,250.0
amount below 500,493172,paid,0,135,1.0,250.0
amount below 500,557909,paid,0,139,1.0,250.0
amount below 1000,491284,paid,0,156,2.0,750.0
amount below 2000,415231,paid,0,1060,4.0,1750.0
amount below 1500,528851,paid,0,92,3.0,1250.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 1000,465828,paid,0,62,2.0,750.0
amount below 500,525424,paid,0,14,1.0,250.0
amount below 1500,510982,paid,0,2,3.0,1250.0
amount below 1500,528843,paid,0,282,3.0,1250.0
amount below 500,525678,paid,0,496,1.0,250.0
amount below 1500,528851,paid,0,92,3.0,1250.0
amount below 2000,376689,paid,0,93,4.0,1750.0
amount below 500,370787,paid,0,29,1.0,250.0
amount below 500,518853,paid,0,46,1.0,250.0
amount below 1000,528851,paid,0,92,2.0,750.0
amount below 1000,455255,paid,0,194,2.0,750.0
amount below 500,547146,paid,0,94,1.0,250.0
amount below 1000,491089,paid,0,197,2.0,750.0
amount below 500,518004,paid,0,22,1.0,250.0
amount below 500,518004,paid,0,22,1.0,250.0
amount below 1500,522174,paid,0,31,3.0,1250.0
amount below 500,520416,paid,0,461,1.0,250.0
amount below 4500,417849,paid,0,41,9.0,4250.0
amount below 2000,404360,paid,0,51,4.0,1750.0
amount below 500,549949,paid,0,91,1.0,250.0
amount below 500,557909,paid,0,139,1.0,250.0
amount below 1000,477291,paid,0,531,2.0,750.0
amount below 2000,540845,paid,0,12,4.0,1750.0
amount below 1000,477291,paid,0,531,2.0,750.0
amount below 500,525678,paid,0,496,1.0,250.0
amount below 2500,493158,paid,0,54,5.0,2250.0
amount below 500,408245,paid,0,32,1.0,250.0
amount below 2500,421364,paid,0,46,5.0,2250.0
amount below 1000,549138,paid,0,399,2.0,750.0
amount below 1000,537830,paid,0,27,2.0,750.0
amount below 1000,491089,paid,0,197,2.0,750.0
